_id,score,magnitude,date
936879119236702208,0.6,0.6,1512204363055
936879119702167553,0.2,0.4,1512204363166
936879119668723712,0.1,0.3,1512204363158
936879119681200128,0.6,0.6,1512204363161
936879119228268544,0.6,0.6,1512204363053
936879119593115650,0.6,0.6,1512204363140
936879120293621760,0.6,0.6,1512204363307
936879120566296577,0.6,0.6,1512204363372
936879120507584512,0.6,0.6,1512204363358
936879121090482177,0,0.1,1512204363497
936879120637599746,0.6,0.6,1512204363389
936879121791102976,0.6,0.6,1512204363664
936879120557809665,0.6,0.6,1512204363370
936879121845575680,0.1,0.3,1512204363677
936879121845469184,0.6,0.6,1512204363677
936879121661018112,0.6,0.6,1512204363633
936879121224810496,0.6,0.6,1512204363529
936879122516553728,0,0.2,1512204363837
936879122864672769,0.6,1.2,1512204363920
936879123250606080,0.6,0.6,1512204364012
936879123737096192,0.6,0.6,1512204364128
936879124391477249,0.8,1.7,1512204364284
936879123808391168,0.6,0.6,1512204364145
936879123611262976,0.6,0.6,1512204364098
936879125184233474,0.6,0.6,1512204364473
936879123527450624,0.6,0.6,1512204364078
936879120268455937,0.6,0.6,1512204363301
936879125649793024,0.8,1.7,1512204364584
936879125523918849,0.6,0.6,1512204364554
936879125775638528,0.6,0.6,1512204364614
936879126182375424,0.6,0.6,1512204364711
936879126610186240,0.4,0.8,1512204364813
936879126455074821,0.8,1.7,1512204364776
936879126836781056,0.6,0.6,1512204364867
936879126031491074,0.5,1.1,1512204364675
936879125486170116,0.6,0.6,1512204364545
936879126866141184,0.6,0.6,1512204364874
936879127805681666,0,0.3,1512204365098
936879127553908737,0.3,0.9,1512204365038
936879128115998721,0.6,0.6,1512204365172
936879127432331264,0.6,0.6,1512204365009
936879128950607872,-0.1,0.7,1512204365371
936879130137657344,0,0,1512204365654
936879126815817731,0.6,0.6,1512204364862
936879130804494337,0.7,0.7,1512204365813
936879131253391361,0.6,0.6,1512204365920
936879131077177344,0,0.5,1512204365878
936879130389266438,0.6,0.6,1512204365714
936879115667308545,0.8,1.6,1512204362204
936879116594290688,0.2,0.5,1512204362425
936879130548649984,0,0,1512204365752
936879130875801600,0.6,0.6,1512204365830
936879132083855361,0.6,0.6,1512204366118
936879132364771328,0.6,0.6,1512204366185
936879133392478208,0.1,0.8,1512204366430
936879132490702848,0.6,0.6,1512204366215
936879133333757953,0.1,0.2,1512204366416
936879134747385856,0.4,1.3,1512204366753
936879133161746434,0,0,1512204366375
936879124408279041,0.2,0.8,1512204364288
936879119496658944,0.6,0.6,1512204363117
936879134898139136,0,0.3,1512204366789
936879136177397760,0,0.3,1512204367094
936879135498018816,0.6,0.6,1512204366932
936879129370095616,0.3,0.6,1512204365471
936879129806356485,0.6,0.6,1512204365575
936879136101908481,0.8,1.6,1512204367076
936879133182717953,0.6,0.6,1512204366380
936879137347661829,-0.4,0.4,1512204367373
936879135040794624,0.1,0.2,1512204366823
936879139667054592,0.7,0.7,1512204367926
936879139700719616,0.3,0.6,1512204367934
936879140044652544,0,0.3,1512204368016
936879140392673281,-0.3,0.3,1512204368099
936879138404569088,0.3,1,1512204367625
936879141537792003,0,0.3,1512204368372
936879142435397633,0.1,0.1,1512204368586
936879143051857920,0.1,0.1,1512204368733
936879143202861058,-0.1,0.1,1512204368769
936879143630729216,0.2,0.2,1512204368871
936879144209498112,0,0,1512204369009
936879136026517504,0.8,1.7,1512204367058
936879144360583169,-0.4,0.4,1512204369045
936879145522364416,0.6,0.6,1512204369322
936879145484615682,-0.3,0.3,1512204369313
936879117663838208,0.1,0.3,1512204362680
936879131563667461,-0.5,0.5,1512204365994
936879147950915586,0.4,0.8,1512204369901
936879150169600000,0.2,0.2,1512204370430
936879150635220992,0.1,1.1,1512204370541
936879149800611840,0.7,0.7,1512204370342
936879150807126017,0,0.3,1512204370582
936879150932955136,0,0,1512204370612
936879151859957761,0,0.1,1512204370833
936879154682675200,-0.4,0.4,1512204371506
936879157153116160,0.4,0.4,1512204372095
936879156721094656,0.1,0.2,1512204371992
936879157144723457,0,0.2,1512204372093
936879157425795076,0,0,1512204372160
936879158231162880,-0.5,0.5,1512204372352
936879158843469824,-0.3,0.3,1512204372498
936879162014314497,0.1,0.6,1512204373254
936879162496753664,0,0.3,1512204373369
936879162496659458,0,0.3,1512204373369
936879163339763713,0,0.3,1512204373570
936879164040216576,0.1,0.1,1512204373737
936879164761759744,0.4,0.9,1512204373909
936879164639944704,0.5,1,1512204373880
936879164845580292,0,0.3,1512204373929
936879165101416448,0,0.3,1512204373990
936879165663358978,0.2,0.5,1512204374124
936879165529235461,0,0.1,1512204374092
936879166388977665,0,0,1512204374297
936879166888095747,0.3,0.9,1512204374416
936879167467020289,0.8,1.6,1512204374554
936879166573522944,-0.1,0.1,1512204374341
936879168129847296,0.2,0.4,1512204374712
936879167769001984,0,0.3,1512204374626
936879168788168706,0.3,0.3,1512204374869
936879169799036929,0.6,0.6,1512204375110
936879170549719040,0,0,1512204375289
936879170935603200,0.6,0.6,1512204375381
936879170910425088,0.3,1.4,1512204375375
936879171317284865,0,0.3,1512204375472
936879171401216002,0.3,1,1512204375492
936879172147752962,0.2,0.5,1512204375670
936879172370153472,0.2,0.4,1512204375723
936879172881858561,0,0,1512204375845
936879173511012352,0.2,0.8,1512204375995
936879174047764482,0.4,0.4,1512204376123
936879174463057920,0,0.3,1512204376222
936879175163551745,0,0.9,1512204376389
936879175566204930,0.3,0.3,1512204376485
936879175830446081,0.2,0.5,1512204376548
936879177025798144,0,0.3,1512204376833
936879176010760192,0.6,0.6,1512204376591
936879177478807553,0.2,0.2,1512204376941
936879177067675648,0.4,0.4,1512204376843
936879177680142336,0.1,0.2,1512204376989
936879178149851136,0,0,1512204377101
936879179546574848,0.3,0.3,1512204377434
936879179437522946,0.1,0.3,1512204377408
936879180142149632,0,0.3,1512204377576
936879181480189952,0.2,0.2,1512204377895
936879181635338244,0.2,0.2,1512204377932
936879182134444032,0.3,0.9,1512204378051
936879182608416768,0.3,0.9,1512204378164
936879183359180800,0,0,1512204378343
936879183493345280,0.1,0.3,1512204378375
936879184021827584,-0.3,0.9,1512204378501
936879184252608512,0.1,0.2,1512204378556
936879184621617153,0,0.3,1512204378644
936879185103953920,0,0.5,1512204378759
936879185108246530,0.3,0.3,1512204378760
936879182646099969,0.2,1.1,1512204378173
936879187712819200,-0.4,0.4,1512204379381
936879188589424642,0,0.3,1512204379590
936879189075968000,0,0,1512204379706
936879192020418561,0,0.3,1512204380408
936879192129470465,-0.4,0.4,1512204380434
936879193110953988,0.2,0.2,1512204380668
936879192557338624,0,0.1,1512204380536
936879193748471808,0,0.3,1512204380820
936879193865908224,0,0.4,1512204380848
936879195115864065,0,0,1512204381146
936879194906148864,0.3,0.9,1512204381096
936879195187113986,0.3,0.9,1512204381163
936879196449652736,0,0.1,1512204381464
936879198441938945,0,0,1512204381939
936879198865461249,0.1,0.2,1512204382040
936879199511441409,0.3,0.6,1512204382194
936879200723542016,0,0.3,1512204382483
936879201231167489,0.1,0.2,1512204382604
936879201637900289,0.4,0.4,1512204382701
936879201965170688,0,0,1512204382779
936879204636827648,0.3,0.9,1512204383416
936879204850745345,0.1,0.2,1512204383467
936879205022756866,0,0,1512204383508
936879205354160128,0,0.4,1512204383587
936879205274361858,0,0.1,1512204383568
936879205748318208,0,0,1512204383681
936879206616543232,0.1,0.8,1512204383888
936879206541139969,0,0,1512204383870
936879207224721408,0,0.3,1512204384033
936879208319479810,0,0.3,1512204384294
936879208797585408,0.5,1.1,1512204384408
936879211209375744,0,0,1512204384983
936879211670728706,0,0,1512204385093
936879212069208065,0.2,0.7,1512204385188
936879213306568711,0.1,0.2,1512204385483
936879214103371776,0.3,0.6,1512204385673
936879215277834241,0,0,1512204385953
936879215919620096,0,0,1512204386106
936879216884301824,0,0.3,1512204386336
936879217408557056,0,0.3,1512204386461
936879218163556353,0,0.3,1512204386641
936879218067087360,0,0.3,1512204386618
936879219845378048,-0.1,0.1,1512204387042
936879221527298049,0,0,1512204387443
936879221317672960,0.3,0.9,1512204387393
936879222320070656,0.3,0.3,1512204387632
936879224261976064,0,0.3,1512204388095
936879225423904769,0,0.3,1512204388372
936879225587372032,0.1,0.4,1512204388411
936879226740883456,-0.1,0.7,1512204388686
936879227411955713,0.1,0.9,1512204388846
936879227424538624,0,0.1,1512204388849
936879228024320000,0.1,1.4,1512204388992
936879228007489536,0.4,1.3,1512204388988
936879229630681089,-0.3,0.6,1512204389375
936879229446131718,0.1,0.1,1512204389331
936879232520634369,0,0.1,1512204390064
936879232298270720,0,0.1,1512204390011
936879235674730496,0,0.3,1512204390816
936879237180538880,0,0.1,1512204391175
936879237352472576,0.2,0.4,1512204391216
936879237683863553,-0.2,0.2,1512204391295
936879238006710272,0,0,1512204391372
936879238833061889,0.6,0.6,1512204391569
936879240070361088,0,0.3,1512204391864
936879240242372609,0,0.1,1512204391905
936879240888254464,0,0.3,1512204392059
936879242385616897,-0.4,0.4,1512204392416
936879243123769344,0.9,0.9,1512204392592
936879244436635648,-0.3,0.3,1512204392905
936879245581737984,0,0.5,1512204393178
936879245678088192,0.1,0.2,1512204393201
936879243526520833,0.2,1.1,1512204392688
936879247804612608,0,0.1,1512204393708
936879249201360898,0.3,0.8,1512204394041
936879249264222208,0,0.1,1512204394056
936879249809489921,0.2,0.5,1512204394186
936879250191163392,0,2.6,1512204394277
936879249507545088,0.2,0.8,1512204394114
936879250400878593,0.1,0.3,1512204394327
936879250866561024,0.4,1.3,1512204394438
936879252430917634,0.2,0.8,1512204394811
936879252556808194,0.4,1.3,1512204394841
936879254171611136,0,0.1,1512204395226
936879255757058048,0.3,0.7,1512204395604
936879257640321032,0.1,0.2,1512204396053
936879258072358912,0,0,1512204396156
936879262807728130,0,0.5,1512204397285
936879264997052421,0,0,1512204397807
936879266368602112,-0.8,0.8,1512204398134
936879266666397697,0,0.3,1512204398205
936879267337535488,-0.4,0.4,1512204398365
936879267702435841,-0.2,0.2,1512204398452
936879267895377920,-0.3,0.3,1512204398498
936879268969066496,0,0,1512204398754
936879270328070144,0.4,1.3,1512204399078
936879271137615873,0.2,0.8,1512204399271
936879271578034181,0,0.3,1512204399376
936879272454643712,0.2,0.2,1512204399585
936879275231158278,0.1,0.8,1512204400247
936879278037245953,0.2,0.7,1512204400916
936879278506962944,0.2,0.8,1512204401028
936879278997696517,0.2,0.2,1512204401145
936879279786168321,0,0,1512204401333
936879280042131456,0.1,0.2,1512204401394
936879273410826241,0.3,0.3,1512204399813
936879282399219712,0,0.3,1512204401956
936879283506618369,0.3,0.9,1512204402220
936879283963699200,0.6,0.6,1512204402329
936879285410734082,0.4,1.3,1512204402674
936879285674983425,0.7,0.7,1512204402737
936879285729554434,0,0.3,1512204402750
936879284303491072,0.2,0.2,1512204402410
936879286908260353,0,0,1512204403031
936879286975262722,0,0.1,1512204403047
936879286899707904,0,0.3,1512204403029
936879287843426305,0.3,0.6,1512204403254
936879287981895680,0,0.2,1512204403287
936879289298853892,0.2,0.7,1512204403601
936879288774623233,0,0,1512204403476
936879290368405506,0.8,1.6,1512204403856
936879290477457408,0.2,0.4,1512204403882
936879291345772546,0.4,1.3,1512204404089
936879291605827584,0.1,0.3,1512204404151
936879291891040256,0,0,1512204404219
936879293803642881,0.1,0.2,1512204404675
936879294118117376,0,0.3,1512204404750
936879293618995201,0,0.1,1512204404631
